CCDS release 9,CCDS release 15,X [mutability of noncoding sequence],Y [Tally of unique common noncoding variation],ncRVIS,ncRVIS percentile [Ensembl73] (n=690 WGS),ncGERP      [Average GERP++],ncGERP percentile [Ensembl73],RVIS-CHGV percentile [CCDS r14] (n=690 WGS),RVIS percentile (Petrovski et al 2013),pcGERP percentile [CCDS r14],Used in Table 1,ncCADD     [Average CADD],ncGWAVA [Average GWAVA]
UBQLN2,UBQLN2,1.47639E-05,0,-0.797591499,13.26123026,2.377670134,4.512831104,12.53739931,28.6329323,29.55280172,Yes,9.039303522,0.538759083
TAL1,TAL1,5.73587E-05,11,-0.797257236,13.26737541,0.747560032,24.71730263,-,-,46.35237069,No,9.070203747,0.745265757
AKAP6,AKAP6,2.25032E-05,2,-0.797217301,13.27352056,3.149358473,1.47157536,96.10471807,71.65015334,30.96982759,Yes,9.196030764,0.670978947
ME1,ME1,1.86256E-05,1,-0.796952931,13.2796657,0.623495348,27.8101926,52.76179517,34.81953291,27.95797414,Yes,7.472686336,0.667924131
EIF3C,EIF3C,1.47499E-05,0,-0.796798248,13.28581085,-0.344402017,66.90762637,3.400460299,-,49.88685345,No,7.271285568,0.517310789
DZIP1,DZIP1,5.7347E-05,11,-0.796594182,13.291956,-0.190587236,58.36216244,58.00345224,15.32200991,60.50646552,Yes,6.331908422,0.63794
DNAJC19,DNAJC19,1.86173E-05,1,-0.796482644,13.29810115,-0.294919228,64.13486859,55.42002301,47.78839349,1.158405172,Yes,6.929729228,0.58264095
FAM213B,FAM213B,3.02306E-05,4,-0.796176927,13.3042463,-1.043225296,93.78323953,-,53.19061099,76.97737069,No,4.84429386,0.601160372
SEPHS1,SEPHS1,2.63575E-05,3,-0.796163483,13.31039145,2.050511355,6.82088088,21.54775604,16.35999056,24.62823276,Yes,9.199458832,0.65920053
PHTF1,PHTF1,2.24845E-05,2,-0.796157733,13.31653659,0.35202377,35.1215986,32.20368239,26.92852088,25.37715517,Yes,10.79838564,0.562354409
KIAA1199,KIAA1199,4.57175E-05,8,-0.795939316,13.32268174,-0.697282646,83.82816131,1.219792865,7.631516867,56.95581897,Yes,6.695187281,0.363633373
F2R,F2R,3.02259E-05,4,-0.795910613,13.32882689,-0.207395506,59.3019053,24.32681243,16.35999056,80.73814655,Yes,6.6506485,0.587988526
HOXB1,HOXB1,1.86014E-05,1,-0.795581734,13.33497204,1.537277946,11.87070791,76.7721519,67.03231894,51.1637931,Yes,9.531192402,0.700573529
CD72,CD72,1.47279E-05,0,-0.795551711,13.34111719,0.415667551,33.28342025,78.5443038,75.29488087,93.69612069,Yes,6.318866195,0.66858209
CDK2AP2,CDK2AP2,3.02169E-05,4,-0.79540065,13.34726234,1.372664476,13.80182785,45.2301496,60.95777306,30.6950431,Yes,10.73811531,0.529903459
METTL21B,METTL21B,2.63412E-05,3,-0.795239894,13.35340748,-0.107803951,53.78220685,63.31990794,78.46190139,52.90948276,Yes,7.914576441,0.46556391
C12orf66,C12orf66,2.24678E-05,2,-0.795211488,13.35955263,0.303056069,36.59833738,74.94821634,74.18023119,13.62068966,Yes,3.869319565,0.456708861
NEFM,NEFM,2.63365E-05,3,-0.794973583,13.36569778,1.662769611,10.37331543,33.00345224,69.61547535,53.51293103,Yes,9.494045325,0.677874587
STK16,STK16,3.02081E-05,4,-0.794902019,13.37184293,1.335891066,14.33882377,62.70425777,33.20358575,12.7262931,Yes,6.62100425,0.649097744
ATP6V0D2,ATP6V0D2,1.85894E-05,1,-0.794901802,13.37798808,-0.383761489,69.19502246,62.24971231,63.35810333,31.61637931,Yes,5.394453529,0.410482001
SLC35E2B,SLC35E2B,8.44193E-05,18,-0.794611164,13.38413323,-0.794992935,87.28249083,18.29689298,41.24793583,67.97413793,Yes,3.762527699,0.574215845
XPO4,XPO4,5.34297E-05,10,-0.794061732,13.39027838,0.731678508,25.07874219,13.41772152,12.9747582,9.832974138,Yes,7.317669184,0.595314618
PCDHGA5,PCDHGA5,3.01901E-05,4,-0.793882093,13.39642352,1.99123994,7.301079155,14.67779056,4.641424864,59.73060345,Yes,7.09426462,0.645404483
FAM63B,FAM63B,9.2148E-05,20,-0.793708674,13.40256867,0.920246189,21.31460732,10.31070196,43.90776126,36.13146552,Yes,8.55407596,0.588427409
KIAA0319L,KIAA0319L,3.01829E-05,4,-0.793474122,13.40871382,0.827610942,23.08049775,5.270425777,11.40009436,21.69181034,Yes,7.122422812,0.498472297
IL6R,IL6R,6.11622E-05,12,-0.79334249,13.41485897,-0.539045957,77.17767336,70.63866513,42.16206653,88.64762931,Yes,6.738943054,0.706701031
ATXN7L3,ATXN7L3,3.79252E-05,6,-0.793286018,13.42100412,2.494952267,3.882893582,24.53394707,17.03231894,28.6637931,Yes,7.495273669,0.603690828
FOXR2,FOXR2,2.2429E-05,2,-0.793013026,13.42714927,0.276678069,37.60004131,67.62370541,63.00424628,90.93211207,Yes,3.839000794,0.51207718
PCDHGA8,PCDHGA8,3.01718E-05,4,-0.792845168,13.43329441,1.920329394,7.910362989,89.48216341,84.76645435,62.17672414,Yes,6.877419103,0.641569201
C6orf120,C6orf120,4.56577E-05,8,-0.792550648,13.43943956,-0.362579475,68.01776217,28.29113924,65.5579146,93.81465517,Yes,6.321686653,0.420636421
TPH1,TPH1,4.95216E-05,9,-0.792052797,13.44558471,0.146869197,41.9011721,27.19217491,28.01368247,11.1799569,Yes,6.450353478,0.587379603
PDE12,PDE12,8.82454E-05,19,-0.791990542,13.45172986,0.186065304,40.71874839,50.86306099,40.35739561,27.36530172,Yes,4.05586535,0.332220058
GTF2H2,GTF2H2,1.46615E-05,0,-0.791789436,13.45787501,-0.166751621,57.05065317,32.69275029,-,66.12068966,No,5.931281645,0.507365805
BAALC,BAALC,2.62797E-05,3,-0.791755187,13.46402016,-0.156004632,56.4775133,-,-,54.3049569,No,7.464691297,0.488154604
STK25,STK25,4.56425E-05,8,-0.791689315,13.4701653,-0.879089251,89.92616306,15.15535098,7.661004954,43.28125,Yes,5.04420862,0.433223425
SPRY2,SPRY2,3.01511E-05,4,-0.791672253,13.47631045,2.202918754,5.777869572,62.19792865,60.09082331,31.88038793,Yes,10.26168378,0.466581502
IGF2,IGF2,1.85183E-05,1,-0.790873206,13.4824556,-0.018815823,49.18159756,29.79286536,34.31823543,82.75862069,Yes,6.326240608,0.652918532
GHDC,GHDC,1.8516E-05,1,-0.790742885,13.48860075,-0.331053592,66.15376672,65.82853855,67.30360934,79.43965517,Yes,5.599577897,0.541594427
IRF2,IRF2,1.85151E-05,1,-0.790691891,13.4947459,3.318787592,1.151443177,25.71346375,17.74593064,20.78663793,Yes,11.26506582,0.59316388
TSHZ3,TSHZ3,1.85127E-05,1,-0.790555904,13.50089105,3.343908399,1.099808953,4.723820483,2.488794527,29.74137931,Yes,5.801522212,0.660436581
FUT3,FUT3,2.62578E-05,3,-0.790514292,13.50703619,-0.411548577,70.754376,98.60759494,98.76739797,92.61314655,Yes,2.571398891,0.590550847
TRIM50,TRIM50,1.85071E-05,1,-0.790238603,13.51318134,-1.041757636,93.76774926,10.3164557,24.46331682,59.24568966,Yes,5.183016603,0.64379494
CERS6,CERS6,6.10993E-05,12,-0.789777756,13.51932649,0.769936615,24.28357515,27.64096663,68.27081859,12.54849138,Yes,8.677310578,0.720974992
RPL41,RPL41,1.46218E-05,0,-0.789540005,13.52547164,-0.409714865,70.65627098,61.01841197,63.81221986,11.21228448,Yes,7.557961169,0.501153403
MYLK2,MYLK2,2.23608E-05,2,-0.789148722,13.53161679,1.32237673,14.56085093,37.51438435,36.22906346,62.78556034,Yes,7.237977321,0.650333097
FAF2,FAF2,4.55953E-05,8,-0.789014651,13.53776194,0.795331934,23.70010843,20.97238205,25.14744043,6.982758621,Yes,8.068647288,0.667957932
TMEM62,TMEM62,1.46122E-05,0,-0.788996062,13.54390709,0.046290028,46.10419786,18.4004603,12.23755603,41.27155172,Yes,8.988545008,0.462949309
PLXNC1,PLXNC1,2.62284E-05,3,-0.788848434,13.55005223,3.115769378,1.564516962,52.57192175,30.92120783,31.58943966,Yes,10.15615887,0.610006932
H2AFZ,H2AFZ,1.46061E-05,0,-0.788650432,13.55619738,2.80261599,2.576547736,50.74798619,57.99716914,31.0237069,Yes,12.8774292,0.479116945
ZNF667,ZNF667,3.39665E-05,5,-0.788418186,13.56234253,-0.133857054,55.29508959,72.16915995,62.09601321,82.07435345,Yes,4.874346652,0.537109557
TRNP1,TRNP1,1.45979E-05,0,-0.788185814,13.56848768,0.040122789,46.37785925,-,-,79.93534483,No,8.85658114,0.677333333
GTDC1,GTDC1,2.23397E-05,2,-0.787953168,13.57463283,3.089052156,1.616151185,77.9976985,40.56381222,22.83405172,Yes,11.59540867,0.479152239
PLCH1,PLCH1,1.45935E-05,0,-0.787936506,13.58077798,1.246484159,15.69680384,2.652474108,7.336635999,58.93318966,Yes,6.95686036,0.596013514
NCKAP1L,NCKAP1L,1.84615E-05,1,-0.787654863,13.58692312,1.372504955,13.80699127,9.620253165,23.69072895,20.97521552,Yes,10.80050801,0.62835019
MAP7D2,MAP7D2,1.84575E-05,1,-0.787428219,13.59306827,1.093388281,18.06681468,28.35443038,55.69120075,53.79849138,Yes,4.566854506,0.669950495
CDC27,CDC27,1.45795E-05,0,-0.787143256,13.59921342,3.503570645,0.681571746,9.99424626,44.89266336,0.721982759,Yes,10.11537455,0.593215054
RGS18,RGS18,1.8441E-05,1,-0.786493314,13.60535857,-0.202523957,59.03340734,48.29689298,73.11276244,26.69181034,Yes,7.212883689,0.634324645
INSIG1,INSIG1,2.61868E-05,3,-0.786491302,13.61150372,0.715438254,25.46599886,30.81127733,42.87567823,71.07219828,Yes,8.027860308,0.627313308
NCCRP1,NCCRP1,1.84398E-05,1,-0.786425321,13.61764887,-0.741771497,85.45463933,-,-,75.61961207,No,5.289793696,0.619376791
CDC42EP2,CDC42EP2,2.61802E-05,3,-0.786117334,13.62379401,-0.439448459,72.17948056,39.43037975,61.73036093,50.96443966,Yes,7.267243538,0.590832215
PSMD10,PSMD10,1.45583E-05,0,-0.785942049,13.62993916,0.998995799,19.83270512,45.78250863,46.20193442,17.17133621,Yes,3.294253722,0.651640112
ZNF383,ZNF383,1.84245E-05,1,-0.785558409,13.63608431,-0.319788191,65.47735839,27.57192175,27.68931352,63.71228448,Yes,5.000317986,0.308236111
ZNF599,ZNF599,2.61694E-05,3,-0.785505386,13.64222946,-0.601873111,79.96075799,71.11047181,94.96933239,85.20474138,Yes,5.893538397,0.561335443
ULK2,ULK2,2.61642E-05,3,-0.785210745,13.64837461,1.248215616,15.65549646,36.04142693,8.16230243,19.88146552,Yes,6.448226603,0.598143084
GBA,GBA,1.84155E-05,1,-0.78504846,13.65451976,-0.208060871,59.33288584,43.06674338,66.12998349,71.98275862,Yes,6.321800391,0.515449791
SCAND3,SCAND3,1.84152E-05,1,-0.785031462,13.66066491,-0.387468227,69.40672278,9.597238205,9.32413305,79.15948276,Yes,5.325380495,0.551868996
DUSP14,DUSP14,2.61571E-05,3,-0.784808446,13.66681005,0.640952516,27.33515774,41.00690449,32.61972163,4.040948276,Yes,7.929947019,0.280532276
BCL2L11,BCL2L11,5.32658E-05,10,-0.784773599,13.6729552,0.356900662,34.92538855,66.22554661,35.74545883,56.27155172,Yes,10.2126383,0.615247671
FAM71E1,FAM71E1,1.45314E-05,0,-0.784417876,13.67910035,-0.611706682,80.36866835,78.25086306,67.03231894,84.86530172,Yes,9.279075596,0.509192982
F2RL3,F2RL3,3.7763E-05,6,-0.784095076,13.6852455,-0.282116831,63.37068209,69.01611047,-,88.54525862,No,3.583767669,0.588563061
C12orf29,C12orf29,2.61437E-05,3,-0.784049178,13.69139065,-0.231456513,60.69602933,66.5420023,46.48502005,11.12068966,Yes,8.686904884,0.426754967
FLT1,FLT1,3.3881E-05,5,-0.783573477,13.6975358,-0.068945584,51.83043321,1.933256617,3.44420854,52.07435345,Yes,7.451096187,0.726169635
UBE4B,UBE4B,2.2259E-05,2,-0.783380602,13.70368094,2.001752618,7.208137554,25.75949367,4.305260675,16.88038793,Yes,9.634234206,0.622119701
DUSP7,DUSP7,2.61204E-05,3,-0.782728958,13.70982609,0.966644985,20.39035473,-,24.00330267,20.20474138,No,10.0420053,0.615412726
CDR2,CDR2,1.45015E-05,0,-0.782723722,13.71597124,0.519532369,30.541643,23.50978136,8.752064166,52.11206897,Yes,10.00060665,0.615672773
CTLA4,CTLA4,1.83678E-05,1,-0.782345735,13.72211639,1.669568408,10.2958641,69.73532796,53.19061099,51.50323276,Yes,9.556996561,0.668433269
NFS1,NFS1,2.61109E-05,3,-0.782190672,13.72826154,0.068422601,45.14380131,21.01841197,25.36565228,21.04525862,Yes,7.884154989,0.312675159
UBE2R2,UBE2R2,3.77189E-05,6,-0.781596186,13.73440669,1.847203139,8.571281045,48.56731876,47.78839349,1.131465517,Yes,10.08355207,0.5622697
PLA2G6,PLA2G6,1.8354E-05,1,-0.781563814,13.74055183,-0.450440109,72.73713017,27.31875719,3.084453881,44.35344828,Yes,7.441069647,0.628129155
TCEAL8,TCEAL8,1.44771E-05,0,-0.781341201,13.74669698,1.540915808,11.80358342,54.8561565,60.95777306,42.66163793,Yes,6.53818462,0.55999005
LIMK1,LIMK1,1.83479E-05,1,-0.781218183,13.75284213,0.54116984,29.98399339,5.466052934,11.88369899,34.40732759,Yes,9.213995617,0.644707429
ZNF582,ZNF582,2.22107E-05,2,-0.780643863,13.75898728,-0.441069285,72.22078794,57.48561565,26.7338995,99.10021552,Yes,6.990782982,0.422719054
POLD3,POLD3,3.38273E-05,5,-0.780530662,13.76513243,0.985146572,20.04956885,25.74223245,82.1656051,17.1012931,Yes,7.717437234,0.532059265
TMEM115,TMEM115,2.60788E-05,3,-0.780371829,13.77127758,1.224416759,15.97562865,22.36478711,38.57631517,17.18211207,Yes,8.585399183,0.467490988
DENND4A,DENND4A,1.44585E-05,0,-0.780287313,13.77742272,1.456834124,12.86724841,2.51438435,9.766454352,20.90517241,Yes,6.811832449,0.522897372
C14orf28,C14orf28,2.22041E-05,2,-0.780269899,13.78356787,1.417380673,13.25966851,67.94591484,81.38122199,0.862068966,Yes,10.09512965,0.563844773
FAM151B,FAM151B,1.83215E-05,1,-0.779722336,13.78971302,-0.269403595,62.78205194,68.4867664,56.92380278,38.57219828,Yes,5.974971143,0.653091873
HCCS,HCCS,1.44476E-05,0,-0.779669712,13.79585817,-0.289467268,63.84571694,65.84004603,73.11276244,47.76400862,Yes,8.458507576,0.449045346
SLC25A17,SLC25A17,1.83172E-05,1,-0.779478694,13.80200332,0.015426667,47.47250478,33.75143843,57.15380986,29.85991379,Yes,5.775434975,0.614772727
ASAP2,ASAP2,2.60612E-05,3,-0.779374582,13.80814847,1.041715886,19.11498941,7.813578826,5.307855626,37.7262931,Yes,8.957332879,0.629904665
C1QTNF1,C1QTNF1,4.54226E-05,8,-0.779228345,13.81429362,-0.756198876,85.97614499,77.73878021,29.16371786,59.85452586,Yes,6.985594933,0.672994276
PABPN1,PABPN1,1.83123E-05,1,-0.779201056,13.82043876,3.471664955,0.743532814,-,-,16.62715517,No,15.39455204,0.584358974
F2RL1,F2RL1,2.99289E-05,4,-0.779081854,13.82658391,-0.411031652,70.71823204,62.15189873,27.68931352,64.53663793,Yes,6.564639369,0.618290946
CYP27B1,CYP27B1,1.4427E-05,0,-0.778502502,13.83272906,0.121491283,42.84091496,8.026467204,26.53338051,51.98275862,Yes,8.74010458,0.624813344
MED20,MED20,2.60406E-05,3,-0.778207351,13.83887421,-0.179217873,57.74771519,42.75028769,46.48502005,6.120689655,Yes,8.034843358,0.611887531
FAM208B,FAM208B,1.82947E-05,1,-0.778203824,13.84501936,0.575443882,29.12170186,98.12428078,99.09176693,81.35775862,Yes,10.46829871,0.578408037
ACE2,ACE2,1.4411E-05,0,-0.777595932,13.85116451,0.679758974,26.38508804,31.5995397,89.14248644,50.85668103,Yes,7.982306617,0.608322528
DDX21,DDX21,2.99011E-05,4,-0.77750664,13.85730965,-0.072199277,51.97500904,28.4004603,26.85185185,38.34590517,Yes,8.294759565,0.536026871
COQ4,COQ4,1.82813E-05,1,-0.777444569,13.8634548,-0.761443216,86.19300873,76.41542002,80.00707714,53.00107759,Yes,9.242073613,0.579793341
GABRA1,GABRA1,3.7644E-05,6,-0.777352044,13.86959995,2.531945662,3.733154335,24.42462601,24.00330267,11.39008621,Yes,8.027594346,0.734264949
SMC5,SMC5,3.37708E-05,5,-0.777329193,13.8757451,0.934230265,21.03061909,63.64211738,33.53385232,17.00431034,Yes,4.782774904,0.653397413
LYST,LYST,2.21469E-05,2,-0.777028876,13.88189025,0.822147991,23.21474673,2.669735328,0.495399858,45.30172414,Yes,9.94642773,0.618780816
NUP62CL,NUP62CL,1.82716E-05,1,-0.776894958,13.8880354,0.296267349,36.89781587,73.00345224,87.81552253,77.53232759,Yes,7.817435685,0.636788155
PGR,PGR,0.000126699,29,-0.776802955,13.89418054,-0.12064158,54.47926886,79.45914845,-,62.34375,No,5.979104182,0.698671372
MORF4L2,MORF4L2,2.21417E-05,2,-0.776734238,13.90032569,1.936833266,7.73480663,40.20713464,49.38664779,36.75107759,Yes,9.257459586,0.457365729
CIAPIN1,CIAPIN1,1.82656E-05,1,-0.776554993,13.90647084,-0.517294356,76.08302783,80.98388953,64.51403633,48.64224138,Yes,8.856174929,0.545702723
BTBD7,BTBD7,6.47331E-05,13,-0.776246952,13.91261599,1.247580619,15.67098673,8.411967779,9.341825902,18.18965517,Yes,8.616291643,0.582141891
SSTR1,SSTR1,5.31122E-05,10,-0.776069191,13.91876114,0.146407767,41.90633552,12.23820483,48.34866714,18.0549569,Yes,7.533803467,0.658521992
STAT5B,STAT5B,3.37478E-05,5,-0.776025941,13.92490629,0.291898522,37.05271854,5.483314154,10.30313753,24.17564655,Yes,10.32888096,0.650154518
FAM199X,FAM199X,6.4729E-05,13,-0.776014586,13.93105143,1.161763845,16.85857386,36.09896433,54.62962963,9.455818966,Yes,5.122323541,0.614181457
NKTR,NKTR,4.14886E-05,7,-0.775756252,13.93719658,0.596259505,28.54339856,40.16110472,60.75725407,51.67025862,Yes,11.67143029,0.430816262
M6PR,M6PR,3.37327E-05,5,-0.775170327,13.94334173,0.64535799,27.20607218,39.03912543,41.24793583,27.02047414,Yes,8.430268019,0.577487321
CLNS1A,CLNS1A,2.98542E-05,4,-0.774849176,13.94948688,0.27519724,37.64651211,43.32566168,36.86010852,32.74784483,Yes,6.344505083,0.433233533
AUTS2,AUTS2,2.98522E-05,4,-0.774735851,13.95563203,2.079662732,6.604017143,3.250863061,1.816466148,35.94288793,Yes,9.634768978,0.688313755
SSX2B,SSX2B,1.43582E-05,0,-0.77460425,13.96177718,0.004197505,48.01982754,38.82623705,-,94.18103448,No,1.531304274,0.644753927
ATP6V1G1,ATP6V1G1,1.43569E-05,0,-0.774530591,13.96792233,0.314620351,36.23173439,53.10701956,76.67492333,6.185344828,Yes,7.502622979,0.598534572
C10orf88,C10orf88,2.2099E-05,2,-0.774314805,13.97406747,-0.622257597,80.85919347,28.62485616,40.35739561,81.45474138,Yes,6.758966427,0.649165468
PRRC2B,PRRC2B,6.46951E-05,13,-0.774093316,13.98021262,-0.107971596,53.80802396,79.40161105,22.82967681,40.65193966,Yes,7.6410029,0.555828621
WNT2,WNT2,3.37135E-05,5,-0.774082396,13.98635777,0.693213845,26.02364847,25.46029919,38.81811748,8.825431034,Yes,11.25851546,0.640048309
B3GALT2,B3GALT2,2.59673E-05,3,-0.774054048,13.99250292,2.240235562,5.524861878,29.07364787,34.31823543,17.07435345,Yes,9.538648156,0.421157993
RNF4,RNF4,4.92031E-05,9,-0.774004083,13.99864807,-0.021432777,49.3055197,69.66052934,81.2160887,46.91810345,Yes,5.454922287,0.351722054
RNF115,RNF115,3.7579E-05,6,-0.77366888,14.00479322,0.82009555,23.26121753,37.66973533,46.48502005,14.45581897,Yes,5.233659172,0.622161882
SLC25A20,SLC25A20,1.82125E-05,1,-0.773546303,14.01093836,0.458226069,32.1836113,32.38204833,43.29440906,21.10991379,Yes,8.822647252,0.563363413
AHI1,AHI1,3.7576E-05,6,-0.773498888,14.01708351,0.278293251,37.54840708,30.2589183,78.06676103,44.84913793,Yes,6.084510352,0.699893027
CUEDC1,CUEDC1,3.37027E-05,5,-0.773470434,14.02322866,-0.272511086,62.93179119,73.47525892,34.70747818,41.83189655,Yes,8.846196107,0.587306216
FAM118B,FAM118B,2.20833E-05,2,-0.773425224,14.02937381,0.716365032,25.43501833,32.27848101,24.19202642,9.973060345,Yes,9.532401954,0.595817196
ICMT,ICMT,5.69332E-05,11,-0.773143688,14.03551896,-0.366371839,68.24495275,42.08860759,72.009908,27.08512931,Yes,7.337820919,0.440968284
OLFM3,OLFM3,2.59465E-05,3,-0.772875485,14.04166411,1.39579524,13.54365674,26.07594937,13.32861524,6.810344828,Yes,7.287960138,0.688818267
DEDD2,DEDD2,1.81991E-05,1,-0.772787048,14.04780925,0.688400432,26.13208034,17.41081703,38.57631517,59.13793103,Yes,5.873448375,0.551923419
ATG7,ATG7,4.91808E-05,9,-0.772740394,14.0539544,0.289538929,37.16631383,33.44649022,21.65015334,20.09698276,Yes,5.856287639,0.608758509
UBE2N,UBE2N,3.7562E-05,6,-0.772705592,14.06009955,1.66703712,10.33200805,52.23245109,52.8544468,0.037715517,Yes,7.377503181,0.47426258
BNIP3L,BNIP3L,4.14265E-05,7,-0.772237349,14.0662447,1.688727034,10.05834667,43.78596087,38.2814343,7.8125,Yes,7.226743429,0.428360451
CNST,CNST,4.52983E-05,8,-0.772184717,14.07238985,1.114564884,17.70537512,92.74453395,86.82472281,67.47844828,Yes,6.365685348,0.545806041
CLDN7,CLDN7,1.81857E-05,1,-0.772027793,14.078535,0.3797916,34.2902876,68.94706559,53.50908233,45.42025862,Yes,10.97813918,0.569045139
WIBG,WIBG,1.43111E-05,0,-0.771935535,14.08468015,1.084178728,18.3249858,43.75143843,41.24793583,35.00538793,Yes,11.28231077,0.516861144
CD6,CD6,2.20562E-05,2,-0.771889707,14.09082529,-0.529801215,76.70780193,95.35673188,88.01604152,83.9924569,Yes,5.737557791,0.761314554
ZNF449,ZNF449,2.59179E-05,3,-0.771254962,14.09697044,1.040597545,19.1356431,23.48101266,16.35999056,55.96982759,Yes,5.822013404,0.651387283
CCDC104,CCDC104,1.81713E-05,1,-0.771211877,14.10311559,-0.078515605,52.28481437,80.43153049,67.03231894,21.55711207,Yes,6.078281423,0.524648221
ETNK2,ETNK2,1.42953E-05,0,-0.771040297,14.10926074,0.116294157,43.1042495,59.29804373,55.21939137,31.55172414,Yes,9.774289664,0.58158657
WDFY2,WDFY2,4.14036E-05,7,-0.770939718,14.11540589,-0.136733677,55.44999225,57.50287687,50.22410946,5.398706897,Yes,7.312104631,0.420902675
GPR63,GPR63,5.68926E-05,11,-0.770842853,14.12155104,0.644701425,27.2318893,60.81127733,46.7386176,49.33728448,Yes,6.823447617,0.347734864
NUPL1,NUPL1,3.75184E-05,6,-0.770235041,14.12769618,1.302636259,14.855166,71.54775604,37.54423213,11.47090517,Yes,5.889949061,0.533002168
THAP6,THAP6,3.75172E-05,6,-0.770167045,14.13384133,0.404058629,33.62936955,70.46029919,83.13871196,32.56465517,Yes,5.392588017,0.414556213
C10orf107,C10orf107,2.20209E-05,2,-0.769889568,14.13998648,1.148656702,17.13739867,48.58457998,26.53338051,52.53771552,Yes,7.176415644,0.696699834
NDP,NDP,2.20115E-05,2,-0.769356953,14.14613163,2.458585677,4.058449941,49.81588032,70.86577023,2.570043103,Yes,12.40007136,0.586138211
LRRC41,LRRC41,1.42647E-05,0,-0.769306483,14.15227678,1.359704462,13.96705737,13.38319908,24.46331682,15.94288793,Yes,9.142038694,0.436611296
BAG5,BAG5,1.4258E-05,0,-0.768926857,14.15842193,0.202931286,40.12495482,53.65362486,48.54328851,71.27155172,Yes,7.65685115,0.331312585
RASGRP1,RASGRP1,2.97492E-05,4,-0.768899635,14.16456707,0.393393613,33.90303093,9.395857307,11.76574664,28.34590517,Yes,8.889629913,0.600382609
BOD1L1,BOD1L1,2.19961E-05,2,-0.768484372,14.17071222,1.692472798,10.01703929,91.58803222,16.79051663,81.82112069,Yes,7.840556495,0.602247734
F9,F9,1.81166E-05,1,-0.768112532,14.17685737,0.328298172,35.78768007,59.02186421,51.65723048,48.44288793,Yes,7.029284959,0.676603659
HAUS3,HAUS3,4.90967E-05,9,-0.767974647,14.18300252,-0.183371379,58.01104972,54.32105869,52.09365416,41.37392241,Yes,4.742732363,0.414014906
ZNF74,ZNF74,2.97287E-05,4,-0.767738059,14.18914767,-0.925472238,91.18603811,11.84119678,37.54423213,90.20474138,Yes,7.036303628,0.529632653
MAPRE3,MAPRE3,1.81026E-05,1,-0.767319281,14.19529282,2.406775155,4.332111323,35.89182969,33.97027601,25.29633621,Yes,8.780056502,0.54970474
EDA,EDA,4.52112E-05,8,-0.767249087,14.20143796,0.962545085,20.48845975,-,70.05779665,20.0700431,No,8.194101426,0.69700552
