Chromosome/scaffold name	Start (bp)	End (bp)	Feature type	Feature type class
1	17278130	17278578	DNase1	Open Chromatin
1	172787413	172788546	DNase1	Open Chromatin
1	172902994	172903630	DNase1	Open Chromatin
1	172978746	172979230	DNase1	Open Chromatin
1	173081141	173081729	DNase1	Open Chromatin
1	173091979	173092846	DNase1	Open Chromatin
1	173119026	173119372	DNase1	Open Chromatin
1	173162611	173163164	DNase1	Open Chromatin
1	173265098	173265672	DNase1	Open Chromatin
1	17336106	17336534	DNase1	Open Chromatin
1	173378718	173379119	DNase1	Open Chromatin
1	173379941	173380339	DNase1	Open Chromatin
1	173389414	173389847	DNase1	Open Chromatin
1	173391426	173392031	DNase1	Open Chromatin
1	173398621	173399000	DNase1	Open Chromatin
1	173400365	173400658	DNase1	Open Chromatin
1	173445650	173446868	DNase1	Open Chromatin
1	173683828	173684539	DNase1	Open Chromatin
1	17371669	17372028	DNase1	Open Chromatin
1	173793382	173794370	DNase1	Open Chromatin
1	17380321	17380960	DNase1	Open Chromatin
1	173836544	173837844	DNase1	Open Chromatin
1	17386130	17386537	DNase1	Open Chromatin
1	17392151	17392636	DNase1	Open Chromatin
1	17392859	17393960	DNase1	Open Chromatin
1	173991276	173992139	DNase1	Open Chromatin
1	17401921	17402248	DNase1	Open Chromatin
1	174128239	174128857	DNase1	Open Chromatin
1	174175596	174175981	DNase1	Open Chromatin
1	17424949	17425357	DNase1	Open Chromatin
1	17445844	17446226	DNase1	Open Chromatin
1	17446241	17446568	DNase1	Open Chromatin
1	17452205	17452629	DNase1	Open Chromatin
1	17454758	17455323	DNase1	Open Chromatin
1	17467671	17468821	DNase1	Open Chromatin
1	174768632	174769168	DNase1	Open Chromatin
1	174907815	174908200	DNase1	Open Chromatin
1	174911709	174912396	DNase1	Open Chromatin
1	174933527	174934080	DNase1	Open Chromatin
1	174952415	174952690	DNase1	Open Chromatin
1	174968102	174969752	DNase1	Open Chromatin
1	174992140	174992969	DNase1	Open Chromatin
1	174998773	174999310	DNase1	Open Chromatin
1	175158010	175158471	DNase1	Open Chromatin
1	175161898	175162379	DNase1	Open Chromatin
1	17517720	17518702	DNase1	Open Chromatin
1	175288782	175289091	DNase1	Open Chromatin
1	17533493	17533943	DNase1	Open Chromatin
1	17533982	17534392	DNase1	Open Chromatin
1	17534418	17534981	DNase1	Open Chromatin
1	17560236	17560648	DNase1	Open Chromatin
1	17563379	17563926	DNase1	Open Chromatin
1	17565893	17566247	DNase1	Open Chromatin
1	17577060	17577485	DNase1	Open Chromatin
1	17603041	17603485	DNase1	Open Chromatin
1	17608302	17608814	DNase1	Open Chromatin
1	176175871	176177078	DNase1	Open Chromatin
1	176180470	176181134	DNase1	Open Chromatin
1	17634446	17634858	DNase1	Open Chromatin
1	17634941	17635494	DNase1	Open Chromatin
1	17691704	17692203	DNase1	Open Chromatin
1	17719749	17720108	DNase1	Open Chromatin
1	17724743	17725174	DNase1	Open Chromatin
1	17757822	17758816	DNase1	Open Chromatin
1	17764856	17765253	DNase1	Open Chromatin
1	17765652	17766636	DNase1	Open Chromatin
1	178006976	178007364	DNase1	Open Chromatin
1	178062565	178063014	DNase1	Open Chromatin
1	178088770	178089180	DNase1	Open Chromatin
1	178161714	178162202	DNase1	Open Chromatin
1	17820713	17821109	DNase1	Open Chromatin
1	178247288	178247643	DNase1	Open Chromatin
1	178279742	178280193	DNase1	Open Chromatin
1	17828773	17829173	DNase1	Open Chromatin
1	178313637	178313996	DNase1	Open Chromatin
1	178501490	178501771	DNase1	Open Chromatin
1	178511559	178512084	DNase1	Open Chromatin
1	178577165	178577934	DNase1	Open Chromatin
1	178578100	178578520	DNase1	Open Chromatin
1	178694215	178694603	DNase1	Open Chromatin
1	178695339	178695697	DNase1	Open Chromatin
1	17896068	17896639	DNase1	Open Chromatin
1	178986153	178986591	DNase1	Open Chromatin
1	178994631	178995704	DNase1	Open Chromatin
1	179003835	179004274	DNase1	Open Chromatin
1	1790070	1790483	DNase1	Open Chromatin
1	179048314	179048665	DNase1	Open Chromatin
1	179050385	179051369	DNase1	Open Chromatin
1	179051867	179052490	DNase1	Open Chromatin
1	179057920	179058431	DNase1	Open Chromatin
1	179098744	179099139	DNase1	Open Chromatin
1	179110996	179111357	DNase1	Open Chromatin
1	179144208	179145114	DNase1	Open Chromatin
1	179187101	179187644	DNase1	Open Chromatin
1	179262495	179263516	DNase1	Open Chromatin
1	179263551	179263860	DNase1	Open Chromatin
1	179263890	179264364	DNase1	Open Chromatin
1	179279815	179280317	DNase1	Open Chromatin
1	179296779	179297397	DNase1	Open Chromatin
1	17929818	17930329	DNase1	Open Chromatin
1	179310023	179310515	DNase1	Open Chromatin
1	17933334	17933664	DNase1	Open Chromatin
1	179334649	179335567	DNase1	Open Chromatin
1	17941694	17942071	DNase1	Open Chromatin
1	17956418	17957197	DNase1	Open Chromatin
1	17961905	17962802	DNase1	Open Chromatin
1	17966821	17967334	DNase1	Open Chromatin
1	179783698	179784301	DNase1	Open Chromatin
1	179846785	179847232	DNase1	Open Chromatin
1	179851088	179852581	DNase1	Open Chromatin
1	17985376	17985719	DNase1	Open Chromatin
1	179923020	179924771	DNase1	Open Chromatin
1	1800942	1801297	DNase1	Open Chromatin
1	180096726	180097127	DNase1	Open Chromatin
1	180100489	180101158	DNase1	Open Chromatin
1	180120057	180120570	DNase1	Open Chromatin
1	180123445	180124216	DNase1	Open Chromatin
1	180125286	180125991	DNase1	Open Chromatin
1	180132183	180132594	DNase1	Open Chromatin
1	180221750	180222158	DNase1	Open Chromatin
1	180248113	180248583	DNase1	Open Chromatin
1	180366262	180366802	DNase1	Open Chromatin
1	180371540	180372266	DNase1	Open Chromatin
1	180398001	180398792	DNase1	Open Chromatin
1	180471333	180472604	DNase1	Open Chromatin
1	180580428	180580781	DNase1	Open Chromatin
1	180600806	180601756	DNase1	Open Chromatin
1	180923296	180923707	DNase1	Open Chromatin
1	180982253	180982688	DNase1	Open Chromatin
1	180983845	180984816	DNase1	Open Chromatin
1	180991079	180991733	DNase1	Open Chromatin
1	180991798	180992521	DNase1	Open Chromatin
1	181002183	181003353	DNase1	Open Chromatin
1	181007567	181007935	DNase1	Open Chromatin
1	181012016	181012565	DNase1	Open Chromatin
1	181013485	181014248	DNase1	Open Chromatin
1	181031158	181032514	DNase1	Open Chromatin
1	181053391	181053820	DNase1	Open Chromatin
1	181055930	181057014	DNase1	Open Chromatin
1	181057497	181058214	DNase1	Open Chromatin
1	181058816	181059629	DNase1	Open Chromatin
1	181074116	181075096	DNase1	Open Chromatin
1	181081574	181082030	DNase1	Open Chromatin
1	181093270	181094107	DNase1	Open Chromatin
1	181098217	181098722	DNase1	Open Chromatin
1	181100372	181100824	DNase1	Open Chromatin
1	181103582	181104373	DNase1	Open Chromatin
1	181104852	181105667	DNase1	Open Chromatin
1	181110483	181111110	DNase1	Open Chromatin
1	181111548	181112047	DNase1	Open Chromatin
1	181122169	181122665	DNase1	Open Chromatin
1	181130485	181130959	DNase1	Open Chromatin
1	181473992	181474320	DNase1	Open Chromatin
1	181998561	181999410	DNase1	Open Chromatin
1	182010751	182011173	DNase1	Open Chromatin
1	182054077	182054464	DNase1	Open Chromatin
1	182112350	182112722	DNase1	Open Chromatin
1	182113061	182113963	DNase1	Open Chromatin
1	182116213	182116971	DNase1	Open Chromatin
1	182118123	182119351	DNase1	Open Chromatin
1	1821356	1822102	DNase1	Open Chromatin
1	182138312	182138720	DNase1	Open Chromatin
1	182139915	182140672	DNase1	Open Chromatin
1	182144416	182144982	DNase1	Open Chromatin
1	182162998	182163685	DNase1	Open Chromatin
1	182228154	182228940	DNase1	Open Chromatin
1	1822363	1823344	DNase1	Open Chromatin
1	182269109	182269529	DNase1	Open Chromatin
1	182360244	182361592	DNase1	Open Chromatin
1	182363249	182363732	DNase1	Open Chromatin
1	182365828	182366198	DNase1	Open Chromatin
1	182557843	182558578	DNase1	Open Chromatin
1	182563769	182564176	DNase1	Open Chromatin
1	182570512	182570830	DNase1	Open Chromatin
1	182573401	182573807	DNase1	Open Chromatin
1	182758656	182759110	DNase1	Open Chromatin
1	182763962	182764370	DNase1	Open Chromatin
1	182764609	182765185	DNase1	Open Chromatin
1	182808131	182809341	DNase1	Open Chromatin
1	182991398	182991882	DNase1	Open Chromatin
1	183248203	183248760	DNase1	Open Chromatin
1	183248945	183249734	DNase1	Open Chromatin
1	183250258	183250974	DNase1	Open Chromatin
1	183332694	183333649	DNase1	Open Chromatin
1	183430482	183430932	DNase1	Open Chromatin
1	183435857	183436357	DNase1	Open Chromatin
1	183439219	183439727	DNase1	Open Chromatin
1	183440016	183442002	DNase1	Open Chromatin
1	183536640	183537147	DNase1	Open Chromatin
1	183537428	183537973	DNase1	Open Chromatin
1	183549087	183549885	DNase1	Open Chromatin
1	183552364	183553074	DNase1	Open Chromatin
1	183559147	183560540	DNase1	Open Chromatin
1	183562495	183563008	DNase1	Open Chromatin
1	183569206	183569770	DNase1	Open Chromatin
1	183573024	183574384	DNase1	Open Chromatin
1	183578404	183578867	DNase1	Open Chromatin
1	183592386	183592676	DNase1	Open Chromatin
1	183604282	183605692	DNase1	Open Chromatin
1	183624669	183624941	DNase1	Open Chromatin
1	1837634	1838037	DNase1	Open Chromatin
1	183779348	183779715	DNase1	Open Chromatin
1	183865558	183866261	DNase1	Open Chromatin
1	183880411	183880866	DNase1	Open Chromatin
1	183885093	183885601	DNase1	Open Chromatin
1	183925664	183926218	DNase1	Open Chromatin
1	1840092	1840997	DNase1	Open Chromatin
1	184020620	184021392	DNase1	Open Chromatin
1	184121563	184122048	DNase1	Open Chromatin
1	184127966	184128406	DNase1	Open Chromatin
1	184129270	184129867	DNase1	Open Chromatin
1	184460670	184461266	DNase1	Open Chromatin
1	184502203	184502555	DNase1	Open Chromatin
1	184584451	184584893	DNase1	Open Chromatin
1	184723607	184724484	DNase1	Open Chromatin
1	184755738	184756248	DNase1	Open Chromatin
1	184761685	184762282	DNase1	Open Chromatin
1	184774687	184775158	DNase1	Open Chromatin
1	184775485	184775903	DNase1	Open Chromatin
1	184836070	184836650	DNase1	Open Chromatin
1	184845107	184845548	DNase1	Open Chromatin
1	18486952	18487426	DNase1	Open Chromatin
1	184914180	184914559	DNase1	Open Chromatin
1	184915176	184915532	DNase1	Open Chromatin
1	184942619	184943187	DNase1	Open Chromatin
1	184951234	184951623	DNase1	Open Chromatin
1	185014078	185015003	DNase1	Open Chromatin
1	1850333	1851360	DNase1	Open Chromatin
1	185125046	185126808	DNase1	Open Chromatin
1	185260848	185261179	DNase1	Open Chromatin
1	185261511	185261830	DNase1	Open Chromatin
1	185285219	185287347	DNase1	Open Chromatin
1	185306346	185306785	DNase1	Open Chromatin
1	185307880	185308719	DNase1	Open Chromatin
1	185342868	185343721	DNase1	Open Chromatin
1	185344526	185345187	DNase1	Open Chromatin
1	185345997	185346826	DNase1	Open Chromatin
1	185389710	185390319	DNase1	Open Chromatin
1	185408813	185409618	DNase1	Open Chromatin
1	185452901	185453628	DNase1	Open Chromatin
1	185489338	185490158	DNase1	Open Chromatin
1	185503839	185504288	DNase1	Open Chromatin
1	185529027	185529449	DNase1	Open Chromatin
1	185536110	185536479	DNase1	Open Chromatin
1	185537472	185538182	DNase1	Open Chromatin
1	185567534	185567888	DNase1	Open Chromatin
1	185577330	185577802	DNase1	Open Chromatin
1	185601795	185602489	DNase1	Open Chromatin
1	185663079	185663631	DNase1	Open Chromatin
1	186051326	186051776	DNase1	Open Chromatin
1	186344130	186345318	DNase1	Open Chromatin
1	186373644	186374028	DNase1	Open Chromatin
1	186481146	186481524	DNase1	Open Chromatin
1	186580262	186580689	DNase1	Open Chromatin
1	186587050	186588047	DNase1	Open Chromatin
1	186589965	186590595	DNase1	Open Chromatin
1	186592670	186593089	DNase1	Open Chromatin
1	186612719	186613170	DNase1	Open Chromatin
1	186623853	186624277	DNase1	Open Chromatin
1	186624951	186625508	DNase1	Open Chromatin
1	186628972	186629579	DNase1	Open Chromatin
1	186649241	186650119	DNase1	Open Chromatin
1	186658543	186658885	DNase1	Open Chromatin
1	186771612	186771900	DNase1	Open Chromatin
1	186788245	186788644	DNase1	Open Chromatin
1	186797638	186798314	DNase1	Open Chromatin
1	186818430	186818896	DNase1	Open Chromatin
1	192127265	192127747	DNase1	Open Chromatin
1	192131509	192131850	DNase1	Open Chromatin
1	19228887	19229678	DNase1	Open Chromatin
1	19233412	19234370	DNase1	Open Chromatin
1	19239562	19239951	DNase1	Open Chromatin
1	192445855	192446463	DNase1	Open Chromatin
1	192481526	192482138	DNase1	Open Chromatin
1	192485848	192486480	DNase1	Open Chromatin
1	19252806	19253785	DNase1	Open Chromatin
1	192544637	192545034	DNase1	Open Chromatin
1	192574086	192574528	DNase1	Open Chromatin
1	192578183	192578669	DNase1	Open Chromatin
1	1927646	1928060	DNase1	Open Chromatin
1	192774956	192775416	DNase1	Open Chromatin
1	192776366	192776804	DNase1	Open Chromatin
1	192777616	192778709	DNase1	Open Chromatin
1	19277888	19278306	DNase1	Open Chromatin
1	192779233	192779676	DNase1	Open Chromatin
1	19278353	19278962	DNase1	Open Chromatin
1	19281669	19282119	DNase1	Open Chromatin
1	19282933	19283683	DNase1	Open Chromatin
1	192846594	192847022	DNase1	Open Chromatin
1	192848523	192848903	DNase1	Open Chromatin
1	192873564	192874066	DNase1	Open Chromatin
1	192876713	192877610	DNase1	Open Chromatin
1	192905570	192906230	DNase1	Open Chromatin
1	192914522	192914926	DNase1	Open Chromatin
1	192921057	192921614	DNase1	Open Chromatin
1	192921787	192922144	DNase1	Open Chromatin
1	192923721	192924537	DNase1	Open Chromatin
1	192988641	192988994	DNase1	Open Chromatin
1	19299464	19299826	DNase1	Open Chromatin
1	193027575	193029303	DNase1	Open Chromatin
1	193073658	193074950	DNase1	Open Chromatin
1	193090715	193091780	DNase1	Open Chromatin
1	19337545	19337904	DNase1	Open Chromatin
1	193506712	193507423	DNase1	Open Chromatin
1	193527483	193528272	DNase1	Open Chromatin
1	193537643	193538129	DNase1	Open Chromatin
1	19407867	19408487	DNase1	Open Chromatin
1	19536004	19537205	DNase1	Open Chromatin
1	19567789	19568080	DNase1	Open Chromatin
1	19577833	19578455	DNase1	Open Chromatin
1	19638378	19639013	DNase1	Open Chromatin
1	19641879	19642489	DNase1	Open Chromatin
1	197115669	197116198	DNase1	Open Chromatin
1	197170146	197170917	DNase1	Open Chromatin
1	19763227	19763742	DNase1	Open Chromatin
1	197743734	197744308	DNase1	Open Chromatin
1	197744377	197744798	DNase1	Open Chromatin
1	197745230	197746270	DNase1	Open Chromatin
1	19774863	19775975	DNase1	Open Chromatin
1	197807955	197808362	DNase1	Open Chromatin
1	197811265	197811692	DNase1	Open Chromatin
1	197944012	197944625	DNase1	Open Chromatin
1	19794796	19795423	DNase1	Open Chromatin
1	19795812	19796503	DNase1	Open Chromatin
1	19802902	19803733	DNase1	Open Chromatin
1	19803782	19804127	DNase1	Open Chromatin
1	19804324	19804805	DNase1	Open Chromatin
1	19804924	19805274	DNase1	Open Chromatin
1	19811837	19812707	DNase1	Open Chromatin
1	198125222	198125634	DNase1	Open Chromatin
1	198126577	198126979	DNase1	Open Chromatin
1	198128138	198128528	DNase1	Open Chromatin
1	198131489	198131965	DNase1	Open Chromatin
1	198207257	198207724	DNase1	Open Chromatin
1	19828749	19829173	DNase1	Open Chromatin
1	19831514	19832761	DNase1	Open Chromatin
1	19835261	19835853	DNase1	Open Chromatin
1	198466755	198467153	DNase1	Open Chromatin
1	198512738	198513200	DNase1	Open Chromatin
1	198519032	198519451	DNase1	Open Chromatin
1	198525985	198526454	DNase1	Open Chromatin
1	198589946	198590845	DNase1	Open Chromatin
1	198602686	198603356	DNase1	Open Chromatin
1	198607889	198608440	DNase1	Open Chromatin
1	198610578	198611169	DNase1	Open Chromatin
1	198620845	198621191	DNase1	Open Chromatin
1	198625566	198626101	DNase1	Open Chromatin
1	198626567	198627046	DNase1	Open Chromatin
1	198633181	198634019	DNase1	Open Chromatin
1	198638124	198638631	DNase1	Open Chromatin
1	198650839	198651516	DNase1	Open Chromatin
1	198745650	198746267	DNase1	Open Chromatin
1	19884220	19884639	DNase1	Open Chromatin
1	198850287	198850822	DNase1	Open Chromatin
1	198858234	198858646	DNase1	Open Chromatin
1	198887994	198888536	DNase1	Open Chromatin
1	198888768	198889234	DNase1	Open Chromatin
1	198891753	198892437	DNase1	Open Chromatin
1	198899003	198899357	DNase1	Open Chromatin
1	198904528	198905079	DNase1	Open Chromatin
1	198906377	198906913	DNase1	Open Chromatin
1	198939960	198940493	DNase1	Open Chromatin
1	199058903	199059369	DNase1	Open Chromatin
1	199064653	199065188	DNase1	Open Chromatin
1	19923036	19924456	DNase1	Open Chromatin
1	199653844	199654122	DNase1	Open Chromatin
1	199660694	199661132	DNase1	Open Chromatin
1	199711595	199712111	DNase1	Open Chromatin
1	19980225	19980622	DNase1	Open Chromatin
1	199826244	199826714	DNase1	Open Chromatin
1	199828400	199829185	DNase1	Open Chromatin
1	199847943	199848367	DNase1	Open Chromatin
1	19986284	19986640	DNase1	Open Chromatin
1	200153334	200153779	DNase1	Open Chromatin
1	200280360	200280792	DNase1	Open Chromatin
1	200315728	200316163	DNase1	Open Chromatin
1	200321167	200321716	DNase1	Open Chromatin
1	200323284	200323841	DNase1	Open Chromatin
1	200328792	200329336	DNase1	Open Chromatin
1	200332295	200332855	DNase1	Open Chromatin
1	200335714	200336156	DNase1	Open Chromatin
1	200337103	200337729	DNase1	Open Chromatin
1	200378959	200379461	DNase1	Open Chromatin
1	20042040	20042420	DNase1	Open Chromatin
1	200479308	200479588	DNase1	Open Chromatin
1	200489834	200490175	DNase1	Open Chromatin
1	200557773	200558394	DNase1	Open Chromatin
1	200589710	200590602	DNase1	Open Chromatin
1	200591467	200591806	DNase1	Open Chromatin
1	200596670	200597080	DNase1	Open Chromatin
1	200597315	200598177	DNase1	Open Chromatin
1	200609066	200609593	DNase1	Open Chromatin
1	200611588	200611976	DNase1	Open Chromatin
1	200615650	200616103	DNase1	Open Chromatin
1	200638365	200639829	DNase1	Open Chromatin
1	200857428	200857816	DNase1	Open Chromatin
1	200876702	200877162	DNase1	Open Chromatin
1	200908067	200908471	DNase1	Open Chromatin
1	200982257	200982704	DNase1	Open Chromatin
1	200984743	200985118	DNase1	Open Chromatin
1	200988365	200989023	DNase1	Open Chromatin
1	200991933	200992302	DNase1	Open Chromatin
1	200992713	200993052	DNase1	Open Chromatin
1	200997459	200997924	DNase1	Open Chromatin
1	201083238	201083930	DNase1	Open Chromatin
1	201123226	201123934	DNase1	Open Chromatin
1	201139729	201140263	DNase1	Open Chromatin
1	201404854	201405279	DNase1	Open Chromatin
1	201449287	201450106	DNase1	Open Chromatin
1	201450941	201451547	DNase1	Open Chromatin
1	201458322	201459250	DNase1	Open Chromatin
1	201476127	201476493	DNase1	Open Chromatin
1	201482048	201482451	DNase1	Open Chromatin
1	201499917	201500232	DNase1	Open Chromatin
1	201504629	201505210	DNase1	Open Chromatin
1	201520849	201521430	DNase1	Open Chromatin
1	201528833	201529201	DNase1	Open Chromatin
1	201562499	201563000	DNase1	Open Chromatin
1	201682514	201683053	DNase1	Open Chromatin
1	201683224	201684414	DNase1	Open Chromatin
1	201684555	201685759	DNase1	Open Chromatin
1	201797981	201798963	DNase1	Open Chromatin
1	201851583	201852272	DNase1	Open Chromatin
1	201852856	201853384	DNase1	Open Chromatin
1	201864996	201865453	DNase1	Open Chromatin
1	201924150	201925251	DNase1	Open Chromatin
