Chromosome/scaffold name	Start (bp)	End (bp)	Feature type
9	125038237	125038882	TF binding site
14	94524903	94525416	TF binding site
5	174182194	174182511	TF binding site
12	70438080	70438260	TF binding site
GL000195.1	76624	77283	TF binding site
20	46304021	46304845	TF binding site
21	22530604	22531070	TF binding site
5	134600515	134600872	TF binding site
10	16807571	16808039	TF binding site
10	69318572	69318866	TF binding site
19	46721410	46721803	TF binding site
8	65664570	65664838	TF binding site
X	30167258	30167758	TF binding site
5	103347464	103347759	TF binding site
X	128365120	128365571	TF binding site
4	158967437	158967936	TF binding site
17	59825857	59826203	TF binding site
8	61970549	61970828	TF binding site
8	106411073	106411760	TF binding site
8	86788876	86789456	TF binding site
10	81368525	81368943	TF binding site
5	134668242	134668573	TF binding site
5	125392847	125393342	TF binding site
6	5115377	5115829	TF binding site
1	240964828	240965076	TF binding site
3	179468609	179468844	TF binding site
4	30872086	30872565	TF binding site
3	173589766	173590003	TF binding site
9	4879170	4879820	TF binding site
3	39243560	39244019	TF binding site
16	88694919	88695578	TF binding site
18	10705743	10706145	TF binding site
11	102213288	102213575	TF binding site
2	28236523	28236796	TF binding site
X	115367882	115368428	TF binding site
20	49192401	49192835	TF binding site
19	32941242	32941618	TF binding site
5	128005482	128005875	TF binding site
11	99685525	99685713	TF binding site
21	38390481	38390822	TF binding site
7	115131732	115132404	TF binding site
13	97475184	97475510	TF binding site
12	116360834	116361104	TF binding site
1	70551036	70551821	TF binding site
6	151527431	151527721	TF binding site
4	155947157	155947590	TF binding site
2	894031	894477	TF binding site
7	155168054	155168354	TF binding site
9	42276126	42276481	TF binding site
19	50638177	50638571	TF binding site
3	48335950	48336759	TF binding site
12	115296217	115296507	TF binding site
21	15302479	15302651	TF binding site
20	12375472	12375790	TF binding site
19	28293222	28293581	TF binding site
12	85199210	85199649	TF binding site
1	3157138	3158356	TF binding site
16	9410416	9410951	TF binding site
17	71027737	71028026	TF binding site
4	4441564	4441869	TF binding site
6	31842797	31843096	TF binding site
16	89075682	89076270	TF binding site
8	98375634	98376160	TF binding site
X	103614829	103615166	TF binding site
2	211090922	211091419	TF binding site
14	71503252	71503517	TF binding site
19	29575264	29575544	TF binding site
1	120919763	120920031	TF binding site
5	78307094	78307645	TF binding site
7	44233554	44234069	TF binding site
1	102657348	102657638	TF binding site
4	129705826	129706049	TF binding site
11	27829090	27829749	TF binding site
14	51349668	51350169	TF binding site
17	56214049	56214466	TF binding site
19	45796897	45797257	TF binding site
7	135751638	135751930	TF binding site
19	9958663	9959202	TF binding site
6	83761549	83761784	TF binding site
11	94571154	94571796	TF binding site
17	73989436	73989914	TF binding site
3	190308900	190309300	TF binding site
1	197890523	197890883	TF binding site
6	148127887	148128222	TF binding site
6	131964140	131964786	TF binding site
15	70279905	70280789	TF binding site
20	41008076	41008359	TF binding site
5	6143660	6143978	TF binding site
2	98674919	98675287	TF binding site
7	135733784	135734357	TF binding site
17	44008176	44008427	TF binding site
16	87964116	87964439	TF binding site
1	81100043	81100346	TF binding site
10	95601593	95602168	TF binding site
10	77670995	77671024	TF binding site
3	30283172	30283574	TF binding site
6	14403146	14403351	TF binding site
20	46867059	46867464	TF binding site
12	59567568	59567802	TF binding site
5	17336209	17336556	TF binding site
1	12843904	12844342	TF binding site
13	89815468	89815654	TF binding site
4	183853213	183853216	TF binding site
15	43093284	43093559	TF binding site
1	74659689	74659938	TF binding site
1	171030710	171030815	TF binding site
10	15672390	15672776	TF binding site
2	11798277	11798844	TF binding site
17	50075117	50075432	TF binding site
5	6328307	6328677	TF binding site
20	53379807	53380447	TF binding site
10	44178938	44179314	TF binding site
11	72379645	72380120	TF binding site
1	110246867	110247125	TF binding site
2	239662965	239663171	TF binding site
4	28303255	28303556	TF binding site
5	32343152	32343550	TF binding site
17	4785061	4785689	TF binding site
18	31496233	31496473	TF binding site
8	142725990	142726528	TF binding site
5	44862922	44863250	TF binding site
18	9878837	9879568	TF binding site
GL000225.1	90131	90651	TF binding site
GL000237.1	3507	3774	TF binding site
5	69796505	69796905	TF binding site
11	59410955	59411209	TF binding site
14	24961085	24961369	TF binding site
6	43229930	43230271	TF binding site
20	21130046	21130327	TF binding site
18	33221905	33222158	TF binding site
12	81651810	81652062	TF binding site
4	2064539	2065027	TF binding site
5	174894953	174895468	TF binding site
20	55704753	55706682	TF binding site
16	20437804	20438601	TF binding site
18	49814838	49815117	TF binding site
1	171731147	171731734	TF binding site
3	138286277	138286523	TF binding site
10	13437684	13437926	TF binding site
2	190201420	190201668	TF binding site
11	20106509	20107334	TF binding site
9	128124129	128124430	TF binding site
7	52009288	52009662	TF binding site
22	23261806	23262118	TF binding site
21	36856273	36856667	TF binding site
5	102349763	102350450	TF binding site
8	37851112	37851571	TF binding site
11	92751594	92751826	TF binding site
9	101033801	101034164	TF binding site
6	132619525	132619815	TF binding site
7	46594340	46594643	TF binding site
1	38356115	38356381	TF binding site
1	188402641	188402912	TF binding site
14	94932122	94932473	TF binding site
3	39697705	39697940	TF binding site
15	101219275	101219727	TF binding site
20	40819982	40820549	TF binding site
2	148967159	148967577	TF binding site
GL000208.1	63655	64176	TF binding site
20	53076512	53076777	TF binding site
10	72680293	72680711	TF binding site
14	25840298	25840616	TF binding site
19	33436268	33436588	TF binding site
2	25116835	25117105	TF binding site
3	55343454	55343688	TF binding site
5	62697259	62697682	TF binding site
18	19645273	19646454	TF binding site
13	47983102	47983497	TF binding site
9	118415477	118415993	TF binding site
2	76420262	76420597	TF binding site
7	149466983	149467410	TF binding site
10	43538008	43538295	TF binding site
22	19911407	19911970	TF binding site
17	59683907	59684345	TF binding site
8	110796987	110797370	TF binding site
8	91179656	91180651	TF binding site
9	19221359	19221752	TF binding site
17	4863755	4864105	TF binding site
2	159458570	159458906	TF binding site
2	15667537	15667810	TF binding site
5	150654273	150654558	TF binding site
4	112610420	112610670	TF binding site
11	46325614	46326004	TF binding site
X	72667435	72667705	TF binding site
3	126378872	126379142	TF binding site
1	54932615	54933057	TF binding site
16	80284301	80284725	TF binding site
5	69823465	69823874	TF binding site
6	125399902	125400246	TF binding site
10	86308686	86309028	TF binding site
5	55510854	55511659	TF binding site
2	131374140	131374512	TF binding site
12	5665224	5665610	TF binding site
21	44489984	44490306	TF binding site
1	237954788	237955279	TF binding site
17	70142208	70142630	TF binding site
14	54602237	54603237	TF binding site
19	54660679	54661095	TF binding site
16	69963910	69964525	TF binding site
9	136041791	136042149	TF binding site
2	66619502	66619783	TF binding site
20	52057286	52057711	TF binding site
11	75552879	75553222	TF binding site
17	36043336	36044024	TF binding site
17	20749768	20749904	TF binding site
2	202140738	202141057	TF binding site
20	8170737	8171666	TF binding site
16	87090884	87091326	TF binding site
5	180021359	180022057	TF binding site
2	170333012	170333353	TF binding site
4	13523867	13524859	TF binding site
4	36002612	36002996	TF binding site
13	99390421	99390773	TF binding site
14	94900268	94900671	TF binding site
20	1155427	1155968	TF binding site
3	49099434	49099762	TF binding site
10	68386918	68387302	TF binding site
1	36126480	36126987	TF binding site
17	59963242	59963718	TF binding site
6	26565405	26566035	TF binding site
5	131470132	131470397	TF binding site
8	66776703	66777272	TF binding site
4	37960462	37960898	TF binding site
19	33090610	33090980	TF binding site
7	18476767	18477077	TF binding site
1	107163155	107163701	TF binding site
19	38903175	38904296	TF binding site
17	59596029	59596872	TF binding site
1	247988714	247988942	TF binding site
2	134060758	134061064	TF binding site
14	35547303	35547650	TF binding site
6	26778978	26779766	TF binding site
2	89117945	89118276	TF binding site
5	34077864	34078110	TF binding site
7	157259569	157259897	TF binding site
16	83480370	83480777	TF binding site
14	36978241	36978515	TF binding site
15	22877022	22877365	TF binding site
16	15937699	15937836	TF binding site
7	106636670	106636915	TF binding site
1	17855923	17856264	TF binding site
20	21689944	21690272	TF binding site
7	16304540	16305283	TF binding site
8	22818237	22818536	TF binding site
20	50488245	50488904	TF binding site
17	41650770	41651635	TF binding site
11	60478000	60478271	TF binding site
8	143905620	143906151	TF binding site
5	30272391	30273233	TF binding site
2	27394383	27394741	TF binding site
13	37190879	37191191	TF binding site
14	26660392	26660673	TF binding site
GL000195.1	1234	1542	TF binding site
19	36148906	36149161	TF binding site
2	66426063	66426416	TF binding site
1	10953259	10953691	TF binding site
6	5068262	5069017	TF binding site
9	138684613	138685136	TF binding site
6	68502835	68503287	TF binding site
11	93419988	93420190	TF binding site
4	137740018	137740325	TF binding site
20	50836040	50836299	TF binding site
1	229939554	229939937	TF binding site
14	45461407	45461679	TF binding site
19	43361511	43361756	TF binding site
GL000229.1	5799	6440	TF binding site
3	128686879	128687189	TF binding site
19	1573654	1574078	TF binding site
2	140531259	140531608	TF binding site
2	70496607	70497186	TF binding site
4	173311348	173311921	TF binding site
14	20844478	20844832	TF binding site
4	32702505	32702799	TF binding site
20	50257341	50257637	TF binding site
7	132248918	132249126	TF binding site
12	87641748	87642058	TF binding site
6	127391109	127391289	TF binding site
20	49389009	49389288	TF binding site
9	109920606	109921029	TF binding site
5	139251084	139251626	TF binding site
19	1333729	1334246	TF binding site
4	6703113	6703509	TF binding site
7	6063326	6064196	TF binding site
5	154011440	154011736	TF binding site
11	33262681	33263141	TF binding site
1	145346455	145346793	TF binding site
5	122308626	122308966	TF binding site
10	48300129	48300465	TF binding site
7	102623964	102624244	TF binding site
17	70903028	70903595	TF binding site
12	116394515	116394810	TF binding site
2	24766117	24766353	TF binding site
18	44257663	44257912	TF binding site
2	17748696	17748993	TF binding site
11	30193237	30193529	TF binding site
1	213665442	213666100	TF binding site
16	964493	964839	TF binding site
2	15561906	15562261	TF binding site
13	25315364	25315778	TF binding site
1	18963297	18964032	TF binding site
1	44349139	44349371	TF binding site
11	36704197	36704799	TF binding site
X	105414388	105414633	TF binding site
7	13313888	13314099	TF binding site
Y	14296582	14297074	TF binding site
1	4008387	4008868	TF binding site
4	70634424	70634642	TF binding site
12	79923884	79924467	TF binding site
15	51245542	51245905	TF binding site
GL000205.1	26923	27045	TF binding site
17	10587240	10587506	TF binding site
20	485230	485777	TF binding site
12	119966106	119966383	TF binding site
16	81323238	81323860	TF binding site
20	42033530	42033845	TF binding site
3	38316679	38316993	TF binding site
8	125022444	125022610	TF binding site
22	23630642	23631242	TF binding site
14	78428148	78428449	TF binding site
17	31975047	31975369	TF binding site
2	45160331	45160787	TF binding site
8	32211068	32211348	TF binding site
20	3561155	3561370	TF binding site
17	33030685	33030989	TF binding site
16	87781321	87781612	TF binding site
3	38521322	38521646	TF binding site
2	71263494	71263986	TF binding site
20	17262183	17262488	TF binding site
1	107719406	107719767	TF binding site
9	135865196	135865469	TF binding site
3	77014348	77014636	TF binding site
14	78037273	78037598	TF binding site
2	223165420	223166130	TF binding site
5	26553156	26553654	TF binding site
10	24608373	24608723	TF binding site
11	95275822	95276483	TF binding site
12	79045567	79045951	TF binding site
11	44340602	44341923	TF binding site
14	96328657	96328921	TF binding site
1	193801878	193802051	TF binding site
12	61078802	61079071	TF binding site
20	32723840	32724106	TF binding site
17	3741514	3741919	TF binding site
6	8905041	8905297	TF binding site
17	48673819	48674521	TF binding site
5	32184441	32184643	TF binding site
11	29157129	29157431	TF binding site
22	27026119	27026824	TF binding site
8	138197031	138197369	TF binding site
